;mean;amin;amax;median;std;var
5500;0.0;0.0;0.0;0.0;0.0;0.0
5584;1.0;1.0;1.0;1.0;0.0;0.0
5676;1.0;1.0;1.0;1.0;0.0;0.0
5912;0.0;0.0;0.0;0.0;0.0;0.0
5996;0.0;0.0;0.0;0.0;0.0;0.0
6292;1.0;1.0;1.0;1.0;0.0;0.0
6336;1.0;1.0;1.0;1.0;0.0;0.0
6416;0.0;0.0;0.0;0.0;0.0;0.0
6420;0.0;0.0;0.0;0.0;0.0;0.0
6472;1.0;1.0;1.0;1.0;0.0;0.0
6500;1.0;1.0;1.0;1.0;0.0;0.0
6516;1.0;1.0;1.0;1.0;0.0;0.0
6660;1.0;1.0;1.0;1.0;0.0;0.0
6812;0.0;0.0;0.0;0.0;0.0;0.0
6900;1.0;1.0;1.0;1.0;0.0;0.0
6924;1.0;1.0;1.0;1.0;0.0;0.0
6936;1.0;1.0;1.0;1.0;0.0;0.0
6964;1.0;1.0;1.0;1.0;0.0;0.0
6992;1.0;1.0;1.0;1.0;0.0;0.0
7212;1.0;1.0;1.0;1.0;0.0;0.0
7312;1.0;1.0;1.0;1.0;0.0;0.0
7376;1.0;1.0;1.0;1.0;0.0;0.0
7380;1.0;1.0;1.0;1.0;0.0;0.0
7424;1.0;1.0;1.0;1.0;0.0;0.0
7504;0.0;0.0;0.0;0.0;0.0;0.0
7544;1.0;1.0;1.0;1.0;0.0;0.0
7600;1.0;1.0;1.0;1.0;0.0;0.0
7696;1.0;1.0;1.0;1.0;0.0;0.0
7768;1.0;1.0;1.0;1.0;0.0;0.0
7840;1.0;1.0;1.0;1.0;0.0;0.0
7908;1.0;1.0;1.0;1.0;0.0;0.0
8048;1.0;1.0;1.0;1.0;0.0;0.0
8104;1.0;1.0;1.0;1.0;0.0;0.0
8272;1.0;1.0;1.0;1.0;0.0;0.0
8352;1.0;1.0;1.0;1.0;0.0;0.0
8400;1.0;1.0;1.0;1.0;0.0;0.0
8452;1.0;1.0;1.0;1.0;0.0;0.0
8532;1.0;1.0;1.0;1.0;0.0;0.0
8636;1.0;1.0;1.0;1.0;0.0;0.0
8776;1.0;1.0;1.0;1.0;0.0;0.0
8856;1.0;1.0;1.0;1.0;0.0;0.0
8904;1.0;1.0;1.0;1.0;0.0;0.0
8980;1.0;1.0;1.0;1.0;0.0;0.0
9056;1.0;1.0;1.0;1.0;0.0;0.0
9060;1.0;1.0;1.0;1.0;0.0;0.0
9148;1.0;1.0;1.0;1.0;0.0;0.0
9212;1.0;1.0;1.0;1.0;0.0;0.0
9244;1.0;1.0;1.0;1.0;0.0;0.0
9316;1.0;1.0;1.0;1.0;0.0;0.0
9364;1.0;1.0;1.0;1.0;0.0;0.0
9380;1.0;1.0;1.0;1.0;0.0;0.0
9500;1.0;1.0;1.0;1.0;0.0;0.0
9588;1.0;1.0;1.0;1.0;0.0;0.0
9596;1.0;1.0;1.0;1.0;0.0;0.0
9692;1.0;1.0;1.0;1.0;0.0;0.0
9724;1.0;1.0;1.0;1.0;0.0;0.0
9732;1.0;1.0;1.0;1.0;0.0;0.0
9788;1.0;1.0;1.0;1.0;0.0;0.0
9868;1.0;1.0;1.0;1.0;0.0;0.0
9968;1.0;1.0;1.0;1.0;0.0;0.0
10072;1.0;1.0;1.0;1.0;0.0;0.0
10144;1.0;1.0;1.0;1.0;0.0;0.0
10152;1.0;1.0;1.0;1.0;0.0;0.0
10168;1.0;1.0;1.0;1.0;0.0;0.0
10192;1.0;1.0;1.0;1.0;0.0;0.0
10284;1.0;1.0;1.0;1.0;0.0;0.0
10300;1.0;1.0;1.0;1.0;0.0;0.0
10320;1.0;1.0;1.0;1.0;0.0;0.0
10604;1.0;1.0;1.0;1.0;0.0;0.0
10748;1.0;1.0;1.0;1.0;0.0;0.0
10768;1.0;1.0;1.0;1.0;0.0;0.0
10776;1.0;1.0;1.0;1.0;0.0;0.0
10964;1.0;1.0;1.0;1.0;0.0;0.0
11036;1.0;1.0;1.0;1.0;0.0;0.0
11068;1.0;1.0;1.0;1.0;0.0;0.0
11124;1.0;1.0;1.0;1.0;0.0;0.0
11232;1.0;1.0;1.0;1.0;0.0;0.0
11280;1.0;1.0;1.0;1.0;0.0;0.0
11300;1.0;1.0;1.0;1.0;0.0;0.0
11356;1.0;1.0;1.0;1.0;0.0;0.0
11384;1.0;1.0;1.0;1.0;0.0;0.0
11460;1.0;1.0;1.0;1.0;0.0;0.0
11500;1.0;1.0;1.0;1.0;0.0;0.0
11520;1.0;1.0;1.0;1.0;0.0;0.0
11540;1.0;1.0;1.0;1.0;0.0;0.0
11556;1.0;1.0;1.0;1.0;0.0;0.0
11624;1.0;1.0;1.0;1.0;0.0;0.0
11812;1.0;1.0;1.0;1.0;0.0;0.0
11860;1.0;1.0;1.0;1.0;0.0;0.0
11980;1.0;1.0;1.0;1.0;0.0;0.0
12008;1.0;1.0;1.0;1.0;0.0;0.0
12096;1.0;1.0;1.0;1.0;0.0;0.0
12128;1.0;1.0;1.0;1.0;0.0;0.0
12168;1.0;1.0;1.0;1.0;0.0;0.0
12192;1.0;1.0;1.0;1.0;0.0;0.0
12212;1.0;1.0;1.0;1.0;0.0;0.0
12248;1.0;1.0;1.0;1.0;0.0;0.0
12364;1.0;1.0;1.0;1.0;0.0;0.0
12368;1.0;1.0;1.0;1.0;0.0;0.0
12404;1.0;1.0;1.0;1.0;0.0;0.0
12420;1.0;1.0;1.0;1.0;0.0;0.0
12448;1.0;1.0;1.0;1.0;0.0;0.0
12508;1.0;1.0;1.0;1.0;0.0;0.0
12516;1.0;1.0;1.0;1.0;0.0;0.0
12620;1.0;1.0;1.0;1.0;0.0;0.0
12644;1.0;1.0;1.0;1.0;0.0;0.0
12728;1.0;1.0;1.0;1.0;0.0;0.0
12756;1.0;1.0;1.0;1.0;0.0;0.0
12796;1.0;1.0;1.0;1.0;0.0;0.0
12868;1.0;1.0;1.0;1.0;0.0;0.0
12904;1.0;1.0;1.0;1.0;0.0;0.0
12984;1.0;1.0;1.0;1.0;0.0;0.0
13016;1.0;1.0;1.0;1.0;0.0;0.0
13076;1.0;1.0;1.0;1.0;0.0;0.0
13124;1.0;1.0;1.0;1.0;0.0;0.0
13140;1.0;1.0;1.0;1.0;0.0;0.0
13192;1.0;1.0;1.0;1.0;0.0;0.0
13440;1.0;1.0;1.0;1.0;0.0;0.0
13580;1.0;1.0;1.0;1.0;0.0;0.0
13596;1.0;1.0;1.0;1.0;0.0;0.0
13692;1.0;1.0;1.0;1.0;0.0;0.0
13764;1.0;1.0;1.0;1.0;0.0;0.0
13852;1.0;1.0;1.0;1.0;0.0;0.0
13916;1.0;1.0;1.0;1.0;0.0;0.0
13968;1.0;1.0;1.0;1.0;0.0;0.0
14000;1.0;1.0;1.0;1.0;0.0;0.0
14124;1.0;1.0;1.0;1.0;0.0;0.0
14136;1.0;1.0;1.0;1.0;0.0;0.0
14188;1.0;1.0;1.0;1.0;0.0;0.0
14264;1.0;1.0;1.0;1.0;0.0;0.0
14352;1.0;1.0;1.0;1.0;0.0;0.0
14356;1.0;1.0;1.0;1.0;0.0;0.0
14376;1.0;1.0;1.0;1.0;0.0;0.0
14400;1.0;1.0;1.0;1.0;0.0;0.0
14432;1.0;1.0;1.0;1.0;0.0;0.0
14448;1.0;1.0;1.0;1.0;0.0;0.0
14460;1.0;1.0;1.0;1.0;0.0;0.0
14472;1.0;1.0;1.0;1.0;0.0;0.0
14504;1.0;1.0;1.0;1.0;0.0;0.0
14548;1.0;1.0;1.0;1.0;0.0;0.0
14568;1.0;1.0;1.0;1.0;0.0;0.0
14756;1.0;1.0;1.0;1.0;0.0;0.0
14788;1.0;1.0;1.0;1.0;0.0;0.0
14868;1.0;1.0;1.0;1.0;0.0;0.0
14956;1.0;1.0;1.0;1.0;0.0;0.0
15064;1.0;1.0;1.0;1.0;0.0;0.0
15152;1.0;1.0;1.0;1.0;0.0;0.0
15276;1.0;1.0;1.0;1.0;0.0;0.0
15320;1.0;1.0;1.0;1.0;0.0;0.0
15436;1.0;1.0;1.0;1.0;0.0;0.0
15508;1.0;1.0;1.0;1.0;0.0;0.0
15560;1.0;1.0;1.0;1.0;0.0;0.0
15592;1.0;1.0;1.0;1.0;0.0;0.0
15720;1.0;1.0;1.0;1.0;0.0;0.0
15808;1.0;1.0;1.0;1.0;0.0;0.0
15972;1.0;1.0;1.0;1.0;0.0;0.0
15980;1.0;1.0;1.0;1.0;0.0;0.0
16184;1.0;1.0;1.0;1.0;0.0;0.0
16192;1.0;1.0;1.0;1.0;0.0;0.0
16260;1.0;1.0;1.0;1.0;0.0;0.0
16296;1.0;1.0;1.0;1.0;0.0;0.0
16484;1.0;1.0;1.0;1.0;0.0;0.0
16504;1.0;1.0;1.0;1.0;0.0;0.0
16524;1.0;1.0;1.0;1.0;0.0;0.0
16552;1.0;1.0;1.0;1.0;0.0;0.0
16568;1.0;1.0;1.0;1.0;0.0;0.0
16584;1.0;1.0;1.0;1.0;0.0;0.0
16600;1.0;1.0;1.0;1.0;0.0;0.0
16672;1.0;1.0;1.0;1.0;0.0;0.0
16704;1.0;1.0;1.0;1.0;0.0;0.0
16728;1.0;1.0;1.0;1.0;0.0;0.0
16780;1.0;1.0;1.0;1.0;0.0;0.0
16872;1.0;1.0;1.0;1.0;0.0;0.0
17024;1.0;1.0;1.0;1.0;0.0;0.0
17040;1.0;1.0;1.0;1.0;0.0;0.0
17080;1.0;1.0;1.0;1.0;0.0;0.0
17132;1.0;1.0;1.0;1.0;0.0;0.0
17136;1.0;1.0;1.0;1.0;0.0;0.0
17184;1.0;1.0;1.0;1.0;0.0;0.0
17224;1.0;1.0;1.0;1.0;0.0;0.0
17232;1.0;1.0;1.0;1.0;0.0;0.0
17248;1.0;1.0;1.0;1.0;0.0;0.0
17332;1.0;1.0;1.0;1.0;0.0;0.0
17432;1.0;1.0;1.0;1.0;0.0;0.0
17460;1.0;1.0;1.0;1.0;0.0;0.0
17480;1.0;1.0;1.0;1.0;0.0;0.0
17620;1.0;1.0;1.0;1.0;0.0;0.0
17648;1.0;1.0;1.0;1.0;0.0;0.0
17692;1.0;1.0;1.0;1.0;0.0;0.0
17732;1.0;1.0;1.0;1.0;0.0;0.0
17772;1.0;1.0;1.0;1.0;0.0;0.0
17776;1.0;1.0;1.0;1.0;0.0;0.0
17780;1.0;1.0;1.0;1.0;0.0;0.0
17840;1.0;1.0;1.0;1.0;0.0;0.0
17848;1.0;1.0;1.0;1.0;0.0;0.0
17888;1.0;1.0;1.0;1.0;0.0;0.0
18000;1.0;1.0;1.0;1.0;0.0;0.0
18040;1.0;1.0;1.0;1.0;0.0;0.0
18148;1.0;1.0;1.0;1.0;0.0;0.0
18184;1.0;1.0;1.0;1.0;0.0;0.0
18196;1.0;1.0;1.0;1.0;0.0;0.0
18216;1.0;1.0;1.0;1.0;0.0;0.0
18340;1.0;1.0;1.0;1.0;0.0;0.0
18388;1.0;1.0;1.0;1.0;0.0;0.0
18564;1.0;1.0;1.0;1.0;0.0;0.0
18604;1.0;1.0;1.0;1.0;0.0;0.0
18672;1.0;1.0;1.0;1.0;0.0;0.0
18724;1.0;1.0;1.0;1.0;0.0;0.0
18744;1.0;1.0;1.0;1.0;0.0;0.0
18752;1.0;1.0;1.0;1.0;0.0;0.0
18764;1.0;1.0;1.0;1.0;0.0;0.0
18868;1.0;1.0;1.0;1.0;0.0;0.0
18872;1.0;1.0;1.0;1.0;0.0;0.0
18924;1.0;1.0;1.0;1.0;0.0;0.0
19008;1.0;1.0;1.0;1.0;0.0;0.0
19028;1.0;1.0;1.0;1.0;0.0;0.0
19076;1.0;1.0;1.0;1.0;0.0;0.0
19108;1.0;1.0;1.0;1.0;0.0;0.0
19128;1.0;1.0;1.0;1.0;0.0;0.0
19176;1.0;1.0;1.0;1.0;0.0;0.0
19220;1.0;1.0;1.0;1.0;0.0;0.0
19260;1.0;1.0;1.0;1.0;0.0;0.0
19272;1.0;1.0;1.0;1.0;0.0;0.0
19324;1.0;1.0;1.0;1.0;0.0;0.0
19332;1.0;1.0;1.0;1.0;0.0;0.0
19336;1.0;1.0;1.0;1.0;0.0;0.0
19356;1.0;1.0;1.0;1.0;0.0;0.0
19372;1.0;1.0;1.0;1.0;0.0;0.0
19392;1.0;1.0;1.0;1.0;0.0;0.0
19420;1.0;1.0;1.0;1.0;0.0;0.0
19468;1.0;1.0;1.0;1.0;0.0;0.0
19520;1.0;1.0;1.0;1.0;0.0;0.0
19612;1.0;1.0;1.0;1.0;0.0;0.0
19636;1.0;1.0;1.0;1.0;0.0;0.0
19676;1.0;1.0;1.0;1.0;0.0;0.0
19684;1.0;1.0;1.0;1.0;0.0;0.0
19724;1.0;1.0;1.0;1.0;0.0;0.0
19740;1.0;1.0;1.0;1.0;0.0;0.0
19744;1.0;1.0;1.0;1.0;0.0;0.0
19800;1.0;1.0;1.0;1.0;0.0;0.0
19820;1.0;1.0;1.0;1.0;0.0;0.0
19860;1.0;1.0;1.0;1.0;0.0;0.0
19900;1.0;1.0;1.0;1.0;0.0;0.0
19924;1.0;1.0;1.0;1.0;0.0;0.0
19936;1.0;1.0;1.0;1.0;0.0;0.0
20020;1.0;1.0;1.0;1.0;0.0;0.0
20204;1.0;1.0;1.0;1.0;0.0;0.0
20276;1.0;1.0;1.0;1.0;0.0;0.0
20280;1.0;1.0;1.0;1.0;0.0;0.0
20312;1.0;1.0;1.0;1.0;0.0;0.0
20316;1.0;1.0;1.0;1.0;0.0;0.0
20392;1.0;1.0;1.0;1.0;0.0;0.0
20404;1.0;1.0;1.0;1.0;0.0;0.0
20444;1.0;1.0;1.0;1.0;0.0;0.0
20468;1.0;1.0;1.0;1.0;0.0;0.0
20484;1.0;1.0;1.0;1.0;0.0;0.0
20512;1.0;1.0;1.0;1.0;0.0;0.0
20572;1.0;1.0;1.0;1.0;0.0;0.0
20580;1.0;1.0;1.0;1.0;0.0;0.0
20596;1.0;1.0;1.0;1.0;0.0;0.0
20648;1.0;1.0;1.0;1.0;0.0;0.0
20656;1.0;1.0;1.0;1.0;0.0;0.0
20664;1.0;1.0;1.0;1.0;0.0;0.0
20700;1.0;1.0;1.0;1.0;0.0;0.0
20724;1.0;1.0;1.0;1.0;0.0;0.0
20768;1.0;1.0;1.0;1.0;0.0;0.0
20812;1.0;1.0;1.0;1.0;0.0;0.0
20904;1.0;1.0;1.0;1.0;0.0;0.0
20976;1.0;1.0;1.0;1.0;0.0;0.0
20992;1.0;1.0;1.0;1.0;0.0;0.0
21040;1.0;1.0;1.0;1.0;0.0;0.0
21116;1.0;1.0;1.0;1.0;0.0;0.0
21228;1.0;1.0;1.0;1.0;0.0;0.0
21276;1.0;1.0;1.0;1.0;0.0;0.0
21300;1.0;1.0;1.0;1.0;0.0;0.0
21392;1.0;1.0;1.0;1.0;0.0;0.0
21400;1.0;1.0;1.0;1.0;0.0;0.0
21412;1.0;1.0;1.0;1.0;0.0;0.0
21560;1.0;1.0;1.0;1.0;0.0;0.0
21604;1.0;1.0;1.0;1.0;0.0;0.0
21628;1.0;1.0;1.0;1.0;0.0;0.0
21716;1.0;1.0;1.0;1.0;0.0;0.0
21720;1.0;1.0;1.0;1.0;0.0;0.0
21764;1.0;1.0;1.0;1.0;0.0;0.0
21784;1.0;1.0;1.0;1.0;0.0;0.0
21812;1.0;1.0;1.0;1.0;0.0;0.0
21892;1.0;1.0;1.0;1.0;0.0;0.0
22020;1.0;1.0;1.0;1.0;0.0;0.0
22048;1.0;1.0;1.0;1.0;0.0;0.0
22080;1.0;1.0;1.0;1.0;0.0;0.0
22088;1.0;1.0;1.0;1.0;0.0;0.0
22196;1.0;1.0;1.0;1.0;0.0;0.0
22268;1.0;1.0;1.0;1.0;0.0;0.0
22320;1.0;1.0;1.0;1.0;0.0;0.0
22356;1.0;1.0;1.0;1.0;0.0;0.0
22360;1.0;1.0;1.0;1.0;0.0;0.0
22384;1.0;1.0;1.0;1.0;0.0;0.0
22400;1.0;1.0;1.0;1.0;0.0;0.0
22420;1.0;1.0;1.0;1.0;0.0;0.0
22480;1.0;1.0;1.0;1.0;0.0;0.0
22512;1.0;1.0;1.0;1.0;0.0;0.0
22548;1.0;1.0;1.0;1.0;0.0;0.0
22576;1.0;1.0;1.0;1.0;0.0;0.0
22628;1.0;1.0;1.0;1.0;0.0;0.0
22640;1.0;1.0;1.0;1.0;0.0;0.0
22688;1.0;1.0;1.0;1.0;0.0;0.0
22700;1.0;1.0;1.0;1.0;0.0;0.0
22712;1.0;1.0;1.0;1.0;0.0;0.0
22776;1.0;1.0;1.0;1.0;0.0;0.0
22836;1.0;1.0;1.0;1.0;0.0;0.0
22888;1.0;1.0;1.0;1.0;0.0;0.0
22908;1.0;1.0;1.0;1.0;0.0;0.0
23036;1.0;1.0;1.0;1.0;0.0;0.0
23124;1.0;1.0;1.0;1.0;0.0;0.0
23152;1.0;1.0;1.0;1.0;0.0;0.0
23160;1.0;1.0;1.0;1.0;0.0;0.0
23216;1.0;1.0;1.0;1.0;0.0;0.0
23224;1.0;1.0;1.0;1.0;0.0;0.0
23296;1.0;1.0;1.0;1.0;0.0;0.0
23436;1.0;1.0;1.0;1.0;0.0;0.0
23480;1.0;1.0;1.0;1.0;0.0;0.0
23512;1.0;1.0;1.0;1.0;0.0;0.0
23572;1.0;1.0;1.0;1.0;0.0;0.0
23740;1.0;1.0;1.0;1.0;0.0;0.0
23888;1.0;1.0;1.0;1.0;0.0;0.0
23960;1.0;1.0;1.0;1.0;0.0;0.0
24012;1.0;1.0;1.0;1.0;0.0;0.0
24352;1.0;1.0;1.0;1.0;0.0;0.0
24444;1.0;1.0;1.0;1.0;0.0;0.0
24476;1.0;1.0;1.0;1.0;0.0;0.0
24492;1.0;1.0;1.0;1.0;0.0;0.0
24532;1.0;1.0;1.0;1.0;0.0;0.0
24648;1.0;1.0;1.0;1.0;0.0;0.0
24796;1.0;1.0;1.0;1.0;0.0;0.0
24904;1.0;1.0;1.0;1.0;0.0;0.0
25004;1.0;1.0;1.0;1.0;0.0;0.0
25068;1.0;1.0;1.0;1.0;0.0;0.0
25084;1.0;1.0;1.0;1.0;0.0;0.0
25256;1.0;1.0;1.0;1.0;0.0;0.0
25268;1.0;1.0;1.0;1.0;0.0;0.0
25280;1.0;1.0;1.0;1.0;0.0;0.0
25364;1.0;1.0;1.0;1.0;0.0;0.0
25548;1.0;1.0;1.0;1.0;0.0;0.0
25668;1.0;1.0;1.0;1.0;0.0;0.0
25704;1.0;1.0;1.0;1.0;0.0;0.0
25744;1.0;1.0;1.0;1.0;0.0;0.0
25760;1.0;1.0;1.0;1.0;0.0;0.0
25764;1.0;1.0;1.0;1.0;0.0;0.0
25872;1.0;1.0;1.0;1.0;0.0;0.0
25908;1.0;1.0;1.0;1.0;0.0;0.0
25920;1.0;1.0;1.0;1.0;0.0;0.0
25996;1.0;1.0;1.0;1.0;0.0;0.0
26048;1.0;1.0;1.0;1.0;0.0;0.0
26060;1.0;1.0;1.0;1.0;0.0;0.0
26076;1.0;1.0;1.0;1.0;0.0;0.0
26128;1.0;1.0;1.0;1.0;0.0;0.0
26248;1.0;1.0;1.0;1.0;0.0;0.0
26264;1.0;1.0;1.0;1.0;0.0;0.0
26288;1.0;1.0;1.0;1.0;0.0;0.0
26312;1.0;1.0;1.0;1.0;0.0;0.0
26356;1.0;1.0;1.0;1.0;0.0;0.0
26388;1.0;1.0;1.0;1.0;0.0;0.0
26404;1.0;1.0;1.0;1.0;0.0;0.0
26436;1.0;1.0;1.0;1.0;0.0;0.0
26480;1.0;1.0;1.0;1.0;0.0;0.0
26492;1.0;1.0;1.0;1.0;0.0;0.0
26512;1.0;1.0;1.0;1.0;0.0;0.0
26576;1.0;1.0;1.0;1.0;0.0;0.0
26588;1.0;1.0;1.0;1.0;0.0;0.0
26624;1.0;1.0;1.0;1.0;0.0;0.0
26664;1.0;1.0;1.0;1.0;0.0;0.0
26720;1.0;1.0;1.0;1.0;0.0;0.0
26776;1.0;1.0;1.0;1.0;0.0;0.0
26796;1.0;1.0;1.0;1.0;0.0;0.0
26804;1.0;1.0;1.0;1.0;0.0;0.0
26896;1.0;1.0;1.0;1.0;0.0;0.0
26936;1.0;1.0;1.0;1.0;0.0;0.0
27004;1.0;1.0;1.0;1.0;0.0;0.0
27044;1.0;1.0;1.0;1.0;0.0;0.0
27056;1.0;1.0;1.0;1.0;0.0;0.0
27124;1.0;1.0;1.0;1.0;0.0;0.0
27188;1.0;1.0;1.0;1.0;0.0;0.0
27236;1.0;1.0;1.0;1.0;0.0;0.0
27296;1.0;1.0;1.0;1.0;0.0;0.0
27340;1.0;1.0;1.0;1.0;0.0;0.0
27384;1.0;1.0;1.0;1.0;0.0;0.0
27400;1.0;1.0;1.0;1.0;0.0;0.0
27424;1.0;1.0;1.0;1.0;0.0;0.0
27460;1.0;1.0;1.0;1.0;0.0;0.0
27520;1.0;1.0;1.0;1.0;0.0;0.0
27532;1.0;1.0;1.0;1.0;0.0;0.0
27620;1.0;1.0;1.0;1.0;0.0;0.0
27728;1.0;1.0;1.0;1.0;0.0;0.0
27744;1.0;1.0;1.0;1.0;0.0;0.0
27760;1.0;1.0;1.0;1.0;0.0;0.0
27912;1.0;1.0;1.0;1.0;0.0;0.0
27960;1.0;1.0;1.0;1.0;0.0;0.0
28252;1.0;1.0;1.0;1.0;0.0;0.0
28340;1.0;1.0;1.0;1.0;0.0;0.0
28384;1.0;1.0;1.0;1.0;0.0;0.0
28404;1.0;1.0;1.0;1.0;0.0;0.0
28428;1.0;1.0;1.0;1.0;0.0;0.0
28468;1.0;1.0;1.0;1.0;0.0;0.0
28572;1.0;1.0;1.0;1.0;0.0;0.0
28588;1.0;1.0;1.0;1.0;0.0;0.0
28620;1.0;1.0;1.0;1.0;0.0;0.0
28840;1.0;1.0;1.0;1.0;0.0;0.0
28880;1.0;1.0;1.0;1.0;0.0;0.0
28924;1.0;1.0;1.0;1.0;0.0;0.0
28936;1.0;1.0;1.0;1.0;0.0;0.0
28996;1.0;1.0;1.0;1.0;0.0;0.0
29072;1.0;1.0;1.0;1.0;0.0;0.0
29152;1.0;1.0;1.0;1.0;0.0;0.0
29256;1.0;1.0;1.0;1.0;0.0;0.0
29260;1.0;1.0;1.0;1.0;0.0;0.0
29344;1.0;1.0;1.0;1.0;0.0;0.0
29348;1.0;1.0;1.0;1.0;0.0;0.0
29368;1.0;1.0;1.0;1.0;0.0;0.0
29520;1.0;1.0;1.0;1.0;0.0;0.0
29556;1.0;1.0;1.0;1.0;0.0;0.0
29648;1.0;1.0;1.0;1.0;0.0;0.0
29652;1.0;1.0;1.0;1.0;0.0;0.0
29684;1.0;1.0;1.0;1.0;0.0;0.0
29736;1.0;1.0;1.0;1.0;0.0;0.0
29744;1.0;1.0;1.0;1.0;0.0;0.0
29760;1.0;1.0;1.0;1.0;0.0;0.0
29852;1.0;1.0;1.0;1.0;0.0;0.0
29956;1.0;1.0;1.0;1.0;0.0;0.0
29988;1.0;1.0;1.0;1.0;0.0;0.0
30056;1.0;1.0;1.0;1.0;0.0;0.0
30120;1.0;1.0;1.0;1.0;0.0;0.0
30160;1.0;1.0;1.0;1.0;0.0;0.0
30276;1.0;1.0;1.0;1.0;0.0;0.0
30376;1.0;1.0;1.0;1.0;0.0;0.0
30388;1.0;1.0;1.0;1.0;0.0;0.0
30392;1.0;1.0;1.0;1.0;0.0;0.0
30396;1.0;1.0;1.0;1.0;0.0;0.0
30528;1.0;1.0;1.0;1.0;0.0;0.0
30556;1.0;1.0;1.0;1.0;0.0;0.0
30588;1.0;1.0;1.0;1.0;0.0;0.0
30708;1.0;1.0;1.0;1.0;0.0;0.0
30820;1.0;1.0;1.0;1.0;0.0;0.0
30824;1.0;1.0;1.0;1.0;0.0;0.0
30836;1.0;1.0;1.0;1.0;0.0;0.0
30876;1.0;1.0;1.0;1.0;0.0;0.0
30940;1.0;1.0;1.0;1.0;0.0;0.0
30944;1.0;1.0;1.0;1.0;0.0;0.0
30952;1.0;1.0;1.0;1.0;0.0;0.0
30996;1.0;1.0;1.0;1.0;0.0;0.0
31032;1.0;1.0;1.0;1.0;0.0;0.0
31228;1.0;1.0;1.0;1.0;0.0;0.0
31240;1.0;1.0;1.0;1.0;0.0;0.0
31300;1.0;1.0;1.0;1.0;0.0;0.0
31364;1.0;1.0;1.0;1.0;0.0;0.0
31396;1.0;1.0;1.0;1.0;0.0;0.0
31420;1.0;1.0;1.0;1.0;0.0;0.0
31604;1.0;1.0;1.0;1.0;0.0;0.0
31664;1.0;1.0;1.0;1.0;0.0;0.0
31772;1.0;1.0;1.0;1.0;0.0;0.0
31804;1.0;1.0;1.0;1.0;0.0;0.0
31900;1.0;1.0;1.0;1.0;0.0;0.0
31992;1.0;1.0;1.0;1.0;0.0;0.0
